indicator,name,description,sources
CRS.P.21.420.T.150,"OOF, Debt instruments, , Government & Civil Society",Bilateral OOF Debt instruments Government & Civil Society (Provider),['CRS']
CRS.P.21.420.T.160,"OOF, Debt instruments, , Other Social Infrastructure & Services",Bilateral OOF Debt instruments Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.21.420.T.200,"OOF, Debt instruments, , Economic infrastructure",Bilateral OOF Debt instruments Economic infrastructure (Provider),['CRS']
CRS.P.21.420.T.210,"OOF, Debt instruments, , Transport & Storage",Bilateral OOF Debt instruments Transport & Storage (Provider),['CRS']
CRS.P.21.420.T.220,"OOF, Debt instruments, , Communications",Bilateral OOF Debt instruments Communications (Provider),['CRS']
CRS.P.21.420.T.230,"OOF, Debt instruments, , Energy",Bilateral OOF Debt instruments Energy (Provider),['CRS']
CRS.P.21.420.T.240,"OOF, Debt instruments, , Banking & Financial Services",Bilateral OOF Debt instruments Banking & Financial Services (Provider),['CRS']
CRS.P.21.420.T.250,"OOF, Debt instruments, , Business & Other Services",Bilateral OOF Debt instruments Business & Other Services (Provider),['CRS']
CRS.P.21.420.T.310,"OOF, Debt instruments, , Agriculture, Forestry, Fishing","Bilateral OOF Debt instruments Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.21.420.T.320,"OOF, Debt instruments, , Industry, Mining, Construction","Bilateral OOF Debt instruments Industry, Mining, Construction (Provider)",['CRS']
CRS.P.21.420.T.330,"OOF, Debt instruments, , Trade Policies & Regulations",Bilateral OOF Debt instruments Trade Policies & Regulations (Provider),['CRS']
CRS.P.21.420.T.410,"OOF, Debt instruments, , General Environment Protection",Bilateral OOF Debt instruments General Environment Protection (Provider),['CRS']
CRS.P.21.420.T.430,"OOF, Debt instruments, , Other Multisector",Bilateral OOF Debt instruments Other Multisector (Provider),['CRS']
CRS.P.21.420.T.510,"OOF, Debt instruments, , General Budget Support",Bilateral OOF Debt instruments General Budget Support (Provider),['CRS']
CRS.P.21.420.T.520,"OOF, Debt instruments, , Development Food Assistance",Bilateral OOF Debt instruments Development Food Assistance (Provider),['CRS']
CRS.P.21.420.T.530,"OOF, Debt instruments, , Other Commodity Assistance",Bilateral OOF Debt instruments Other Commodity Assistance (Provider),['CRS']
CRS.P.21.420.T.600,"OOF, Debt instruments, , Action Relating to Debt",Bilateral OOF Debt instruments Action Relating to Debt (Provider),['CRS']
CRS.P.21.420.T.720,"OOF, Debt instruments, , Emergency Response",Bilateral OOF Debt instruments Emergency Response (Provider),['CRS']
CRS.P.21.420.T.730,"OOF, Debt instruments, , Reconstruction Relief & Rehabilitation",Bilateral OOF Debt instruments Reconstruction Relief & Rehabilitation (Provider),['CRS']
CRS.P.21.420.T.740,"OOF, Debt instruments, , Disaster Prevention & Preparedness",Bilateral OOF Debt instruments Disaster Prevention & Preparedness (Provider),['CRS']
CRS.P.21.420.T.930,"OOF, Debt instruments, , Refugees in Donor Countries",Bilateral OOF Debt instruments Refugees in Donor Countries (Provider),['CRS']
CRS.P.21.420.T.998,"OOF, Debt instruments, , Unallocated / Unspecified",Bilateral OOF Debt instruments Unallocated / Unspecified (Provider),['CRS']
CRS.P.21.420.X,"OOF, Debt instruments, Modality not specified",Bilateral OOF Debt instruments Modality not specified (Provider),['CRS']
CRS.P.21.420.X.100,"OOF, Debt instruments, Modality not specified, Social infrastructure",Bilateral OOF Debt instruments Modality not specified Social infrastructure (Provider),['CRS']
CRS.P.21.420.X.110,"OOF, Debt instruments, Modality not specified, Education",Bilateral OOF Debt instruments Modality not specified Education (Provider),['CRS']
CRS.P.21.420.X.120,"OOF, Debt instruments, Modality not specified, Health",Bilateral OOF Debt instruments Modality not specified Health (Provider),['CRS']
CRS.P.21.420.X.140,"OOF, Debt instruments, Modality not specified, Water Supply & Sanitation",Bilateral OOF Debt instruments Modality not specified Water Supply & Sanitation (Provider),['CRS']
CRS.P.21.420.X.150,"OOF, Debt instruments, Modality not specified, Government & Civil Society",Bilateral OOF Debt instruments Modality not specified Government & Civil Society (Provider),['CRS']
CRS.P.21.420.X.160,"OOF, Debt instruments, Modality not specified, Other Social Infrastructure & Services",Bilateral OOF Debt instruments Modality not specified Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.21.420.X.200,"OOF, Debt instruments, Modality not specified, Economic infrastructure",Bilateral OOF Debt instruments Modality not specified Economic infrastructure (Provider),['CRS']
CRS.P.21.420.X.210,"OOF, Debt instruments, Modality not specified, Transport & Storage",Bilateral OOF Debt instruments Modality not specified Transport & Storage (Provider),['CRS']
CRS.P.21.420.X.220,"OOF, Debt instruments, Modality not specified, Communications",Bilateral OOF Debt instruments Modality not specified Communications (Provider),['CRS']
CRS.P.21.420.X.230,"OOF, Debt instruments, Modality not specified, Energy",Bilateral OOF Debt instruments Modality not specified Energy (Provider),['CRS']
CRS.P.21.420.X.240,"OOF, Debt instruments, Modality not specified, Banking & Financial Services",Bilateral OOF Debt instruments Modality not specified Banking & Financial Services (Provider),['CRS']
CRS.P.21.420.X.310,"OOF, Debt instruments, Modality not specified, Agriculture, Forestry, Fishing","Bilateral OOF Debt instruments Modality not specified Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.21.420.X.320,"OOF, Debt instruments, Modality not specified, Industry, Mining, Construction","Bilateral OOF Debt instruments Modality not specified Industry, Mining, Construction (Provider)",['CRS']
CRS.P.21.420.X.410,"OOF, Debt instruments, Modality not specified, General Environment Protection",Bilateral OOF Debt instruments Modality not specified General Environment Protection (Provider),['CRS']
CRS.P.21.420.X.430,"OOF, Debt instruments, Modality not specified, Other Multisector",Bilateral OOF Debt instruments Modality not specified Other Multisector (Provider),['CRS']
CRS.P.21.420.X.510,"OOF, Debt instruments, Modality not specified, General Budget Support",Bilateral OOF Debt instruments Modality not specified General Budget Support (Provider),['CRS']
CRS.P.21.420.X.600,"OOF, Debt instruments, Modality not specified, Action Relating to Debt",Bilateral OOF Debt instruments Modality not specified Action Relating to Debt (Provider),['CRS']
CRS.P.21.420.X.730,"OOF, Debt instruments, Modality not specified, Reconstruction Relief & Rehabilitation",Bilateral OOF Debt instruments Modality not specified Reconstruction Relief & Rehabilitation (Provider),['CRS']
CRS.P.21.420.X.998,"OOF, Debt instruments, Modality not specified, Unallocated / Unspecified",Bilateral OOF Debt instruments Modality not specified Unallocated / Unspecified (Provider),['CRS']
CRS.P.21.430,"OOF, Mezzanine finance instruments",Bilateral OOF Mezzanine finance instruments (Provider),['CRS']
CRS.P.21.430.B,"OOF, Mezzanine finance instruments, Core contributions and pooled programmes and funds",Bilateral OOF Mezzanine finance instruments Core contributions and pooled programmes and funds (Provider),['CRS']
CRS.P.21.430.B.310,"OOF, Mezzanine finance instruments, Core contributions and pooled programmes and funds, Agriculture, Forestry, Fishing","Bilateral OOF Mezzanine finance instruments Core contributions and pooled programmes and funds Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.21.430.C,"OOF, Mezzanine finance instruments, Project-type interventions",Bilateral OOF Mezzanine finance instruments Project-type interventions (Provider),['CRS']
CRS.P.21.430.C.140,"OOF, Mezzanine finance instruments, Project-type interventions, Water Supply & Sanitation",Bilateral OOF Mezzanine finance instruments Project-type interventions Water Supply & Sanitation (Provider),['CRS']
CRS.P.21.430.C.160,"OOF, Mezzanine finance instruments, Project-type interventions, Other Social Infrastructure & Services",Bilateral OOF Mezzanine finance instruments Project-type interventions Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.21.430.C.210,"OOF, Mezzanine finance instruments, Project-type interventions, Transport & Storage",Bilateral OOF Mezzanine finance instruments Project-type interventions Transport & Storage (Provider),['CRS']
CRS.P.21.430.C.220,"OOF, Mezzanine finance instruments, Project-type interventions, Communications",Bilateral OOF Mezzanine finance instruments Project-type interventions Communications (Provider),['CRS']
CRS.P.21.430.C.230,"OOF, Mezzanine finance instruments, Project-type interventions, Energy",Bilateral OOF Mezzanine finance instruments Project-type interventions Energy (Provider),['CRS']
CRS.P.21.430.C.240,"OOF, Mezzanine finance instruments, Project-type interventions, Banking & Financial Services",Bilateral OOF Mezzanine finance instruments Project-type interventions Banking & Financial Services (Provider),['CRS']
CRS.P.21.430.C.250,"OOF, Mezzanine finance instruments, Project-type interventions, Business & Other Services",Bilateral OOF Mezzanine finance instruments Project-type interventions Business & Other Services (Provider),['CRS']
CRS.P.21.430.C.310,"OOF, Mezzanine finance instruments, Project-type interventions, Agriculture, Forestry, Fishing","Bilateral OOF Mezzanine finance instruments Project-type interventions Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.21.430.C.320,"OOF, Mezzanine finance instruments, Project-type interventions, Industry, Mining, Construction","Bilateral OOF Mezzanine finance instruments Project-type interventions Industry, Mining, Construction (Provider)",['CRS']
CRS.P.21.430.C.330,"OOF, Mezzanine finance instruments, Project-type interventions, Trade Policies & Regulations",Bilateral OOF Mezzanine finance instruments Project-type interventions Trade Policies & Regulations (Provider),['CRS']
CRS.P.21.430.C.998,"OOF, Mezzanine finance instruments, Project-type interventions, Unallocated / Unspecified",Bilateral OOF Mezzanine finance instruments Project-type interventions Unallocated / Unspecified (Provider),['CRS']
CRS.P.21.430.T.140,"OOF, Mezzanine finance instruments, , Water Supply & Sanitation",Bilateral OOF Mezzanine finance instruments Water Supply & Sanitation (Provider),['CRS']
CRS.P.21.430.T.160,"OOF, Mezzanine finance instruments, , Other Social Infrastructure & Services",Bilateral OOF Mezzanine finance instruments Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.21.430.T.210,"OOF, Mezzanine finance instruments, , Transport & Storage",Bilateral OOF Mezzanine finance instruments Transport & Storage (Provider),['CRS']
CRS.P.21.430.T.220,"OOF, Mezzanine finance instruments, , Communications",Bilateral OOF Mezzanine finance instruments Communications (Provider),['CRS']
CRS.P.21.430.T.230,"OOF, Mezzanine finance instruments, , Energy",Bilateral OOF Mezzanine finance instruments Energy (Provider),['CRS']
CRS.P.21.430.T.240,"OOF, Mezzanine finance instruments, , Banking & Financial Services",Bilateral OOF Mezzanine finance instruments Banking & Financial Services (Provider),['CRS']
CRS.P.21.430.T.250,"OOF, Mezzanine finance instruments, , Business & Other Services",Bilateral OOF Mezzanine finance instruments Business & Other Services (Provider),['CRS']
CRS.P.21.430.T.310,"OOF, Mezzanine finance instruments, , Agriculture, Forestry, Fishing","Bilateral OOF Mezzanine finance instruments Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.21.430.T.320,"OOF, Mezzanine finance instruments, , Industry, Mining, Construction","Bilateral OOF Mezzanine finance instruments Industry, Mining, Construction (Provider)",['CRS']
CRS.P.21.430.T.330,"OOF, Mezzanine finance instruments, , Trade Policies & Regulations",Bilateral OOF Mezzanine finance instruments Trade Policies & Regulations (Provider),['CRS']
CRS.P.21.430.T.998,"OOF, Mezzanine finance instruments, , Unallocated / Unspecified",Bilateral OOF Mezzanine finance instruments Unallocated / Unspecified (Provider),['CRS']
CRS.P.21.430.X,"OOF, Mezzanine finance instruments, Modality not specified",Bilateral OOF Mezzanine finance instruments Modality not specified (Provider),['CRS']
CRS.P.21.430.X.998,"OOF, Mezzanine finance instruments, Modality not specified, Unallocated / Unspecified",Bilateral OOF Mezzanine finance instruments Modality not specified Unallocated / Unspecified (Provider),['CRS']
CRS.P.21.500,"OOF, Equity and shares in collective investment vehicles",Bilateral OOF Equity and shares in collective investment vehicles (Provider),['CRS']
CRS.P.21.500.C,"OOF, Equity and shares in collective investment vehicles, Project-type interventions",Bilateral OOF Equity and shares in collective investment vehicles Project-type interventions (Provider),['CRS']
CRS.P.21.500.C.110,"OOF, Equity and shares in collective investment vehicles, Project-type interventions, Education",Bilateral OOF Equity and shares in collective investment vehicles Project-type interventions Education (Provider),['CRS']
CRS.P.21.500.C.120,"OOF, Equity and shares in collective investment vehicles, Project-type interventions, Health",Bilateral OOF Equity and shares in collective investment vehicles Project-type interventions Health (Provider),['CRS']
